,Jaye Shimek,Leandro Marse,Annie Lapham,Harmony Mcmurtry,Zofia Roll,Tasia Dube,Lorrine Paek,Veronique Blakemore,Randall Feather,Michale Tuch,Jarvis Pratts,Vance Ates,Donte Berkeley,Tora Echevarria,Hassan Toner,Kyle Ryals,Vonk Billips,Julieta Knapp,Stephine Gatlin,Bebe Riva,Marthe Hale,Paulene Calcagni,Milagros Salmeron,Anisha Mathes,Layne Woodside,Lisette Tolleson,Andreas Jost,Jeannie Liang,Hwa Defalco,Aurea Durrance,Sal Papa,Narcisa Core,Bridgette Marko,Leatrice Heer,Remedios Fincham,Lavonna Sim,Lester Preiss,Augusta Beltrami,Grover Gibbons,Velvet Matley,Johnetta Hatcher,Petrina Maggart,Chung Zertuche,Adriene Wilde,Byron Caroll,Mellisa Blanco,Hettie Beller,Corrine Gallop,Angela Compos,Kiera Loar
2018-03-28,5,0,2,7,6,2,0,4,0,3,3,0,0,0,0,5,3,4,8,4,0,6,4,4,6,0,7,5,4,0,0,7,0,3,5,4,3,0,0,3,0,0,0,0,0,5,5,7,0,1
2018-03-29,6,0,0,4,4,1,3,5,0,5,4,0,0,2,1,5,5,5,6,7,0,3,3,4,2,0,4,1,3,0,0,4,0,6,1,3,5,0,0,4,0,0,0,0,0,1,5,8,0,1
2018-03-30,8,0,6,7,2,4,3,4,0,5,4,0,0,2,0,3,4,6,5,6,0,3,3,4,6,0,4,5,4,0,0,5,0,4,0,5,6,0,0,5,0,0,0,0,0,5,4,0,4,1
2018-04-02,4,0,5,5,7,2,0,4,5,1,4,0,0,0,3,7,6,8,9,3,0,6,2,4,6,0,5,3,3,4,7,7,0,3,2,1,3,0,0,5,0,0,0,0,0,5,4,4,2,4
2018-04-03,4,0,5,7,7,0,1,3,7,6,4,0,0,1,3,4,4,7,8,6,0,6,4,5,5,5,4,5,5,1,5,5,2,6,0,3,3,0,0,3,0,0,0,0,0,2,7,4,0,0
2018-04-04,7,0,0,4,4,1,3,7,3,5,1,0,0,2,2,5,3,6,8,3,0,5,4,2,3,7,6,3,4,2,4,6,4,4,3,3,4,0,0,5,0,0,0,0,0,4,0,8,0,0
2018-04-05,5,0,0,4,5,1,1,2,7,2,3,0,0,1,4,7,6,5,8,5,0,7,5,4,1,7,7,3,0,5,7,7,2,5,4,5,4,0,0,5,0,0,0,0,0,0,0,9,0,0
2018-04-06,6,0,0,5,3,0,0,6,0,3,5,0,0,1,2,4,3,7,7,4,0,3,4,4,6,8,3,4,0,1,5,8,5,6,4,6,6,0,0,4,0,0,0,0,0,4,0,0,0,0
2018-04-09,4,0,0,7,3,0,2,5,3,5,0,0,0,2,0,7,5,9,5,6,0,2,2,3,2,8,0,4,0,5,6,6,7,4,2,5,7,0,0,3,0,0,0,0,0,0,0,7,4,1
2018-04-10,3,0,0,8,4,3,4,4,5,4,2,0,0,2,3,7,6,8,8,5,0,3,2,5,4,5,6,5,6,2,4,4,3,4,2,5,3,0,0,5,0,0,0,0,0,3,0,4,4,2
2018-04-11,5,0,0,7,3,2,0,7,5,1,4,0,0,1,2,7,3,9,6,7,0,3,2,3,6,7,5,2,3,3,7,7,6,3,1,2,6,0,0,1,0,0,0,0,0,1,0,7,1,3
2018-04-12,3,0,0,3,5,4,2,3,3,4,2,0,0,3,1,7,3,6,5,3,0,4,4,0,5,6,7,1,5,0,7,4,5,2,2,2,7,0,0,2,0,0,0,0,0,0,0,7,3,2
2018-04-13,6,0,0,5,6,1,0,5,0,4,2,0,0,1,1,7,4,7,7,2,0,4,1,1,5,9,7,5,6,4,8,7,5,6,2,5,6,0,0,3,0,0,0,0,0,1,0,0,3,3
2018-04-16,7,0,4,4,4,0,2,0,6,6,3,0,0,4,3,5,4,8,8,7,0,4,4,3,1,9,5,0,7,2,6,5,3,5,4,2,3,0,0,5,0,0,0,0,0,5,4,0,5,0
2018-04-17,6,0,6,5,2,3,1,0,4,5,0,0,0,1,1,6,3,7,7,4,0,5,1,2,5,7,5,0,6,0,8,8,5,4,5,2,4,0,0,3,0,0,0,0,0,2,4,0,0,0
2018-04-18,5,0,5,6,4,3,2,0,2,3,0,0,0,0,4,3,5,5,5,2,0,7,2,1,6,9,6,0,2,2,8,5,6,4,3,2,5,0,0,5,0,0,0,0,0,3,8,0,4,2
2018-04-19,4,0,0,3,3,5,1,0,5,5,0,0,0,1,3,4,5,8,0,5,0,5,3,0,4,5,6,0,6,1,6,6,3,7,1,5,4,0,0,2,0,0,0,0,0,5,4,0,1,0
2018-04-20,3,0,7,4,5,3,3,0,0,3,0,0,0,3,4,4,4,5,0,4,0,6,4,1,4,6,6,0,7,5,4,7,3,6,0,2,7,0,0,1,0,0,0,0,0,4,4,0,3,2
2018-04-23,0,0,4,3,7,4,0,0,6,5,0,0,0,4,0,6,5,8,0,6,0,4,5,3,2,6,3,2,4,5,5,7,3,5,1,6,4,0,0,5,0,0,0,0,0,5,3,0,1,3
2018-04-24,0,0,3,0,6,0,2,0,7,4,0,0,0,1,1,5,6,5,0,3,0,5,3,4,3,5,6,2,2,0,4,6,7,3,4,5,3,0,0,5,0,0,0,0,0,2,6,0,3,0
2018-04-25,0,0,6,0,6,5,0,4,4,6,0,0,0,2,1,5,6,6,0,4,0,5,3,4,2,8,5,2,5,0,7,0,7,3,2,4,5,0,0,6,0,0,0,0,0,2,3,0,3,2
2018-04-26,0,0,0,4,0,0,1,3,3,1,0,0,0,1,3,5,5,7,0,6,0,2,1,4,3,8,5,6,2,5,5,0,6,5,4,6,6,0,0,5,0,0,0,0,0,4,6,0,1,0
2018-04-27,0,0,7,6,0,0,2,6,0,3,0,0,0,2,2,8,4,5,0,3,0,5,4,0,6,8,3,6,6,1,6,0,5,6,1,2,4,0,0,2,0,0,0,0,0,3,5,0,5,0
2018-04-30,7,0,5,8,0,0,2,6,6,0,1,0,0,0,0,7,3,7,0,0,0,4,0,4,5,5,4,3,3,4,4,0,3,0,2,1,0,0,0,6,0,0,0,0,0,4,3,0,1,3
2018-05-01,5,0,3,4,0,0,3,3,7,0,3,0,0,2,2,5,6,7,8,0,0,5,0,5,6,6,5,4,6,4,5,8,3,0,4,3,0,0,0,6,0,0,0,0,0,5,3,7,4,0
2018-05-02,5,0,2,4,0,0,2,2,5,0,1,0,0,2,0,7,7,5,5,0,0,4,0,0,2,7,4,4,2,3,6,8,3,0,3,2,0,0,0,2,0,0,0,0,0,4,6,7,2,3
2018-05-03,4,0,0,8,0,0,3,3,6,0,2,0,0,2,0,7,3,6,6,0,0,4,0,4,2,7,4,2,2,4,4,9,4,0,4,4,0,0,0,5,0,0,0,0,0,1,7,8,0,0
2018-05-04,7,0,4,5,0,0,2,4,0,3,0,0,0,4,0,5,6,7,7,0,0,2,5,4,2,7,5,4,3,1,5,8,4,0,1,6,0,0,0,2,0,0,0,0,0,5,8,0,1,0
2018-05-07,5,0,6,4,4,0,4,6,4,3,3,0,0,0,0,8,6,8,6,0,0,3,3,4,5,0,0,5,2,3,7,4,7,6,2,4,3,0,0,5,0,0,0,0,0,3,7,5,0,2
2018-05-08,5,0,7,4,5,5,0,5,4,4,5,0,0,3,0,4,3,7,8,0,0,5,4,2,3,0,0,5,3,3,6,5,7,2,2,5,3,0,0,3,0,0,0,0,0,4,6,8,3,0
2018-05-09,6,0,4,5,6,5,2,7,4,3,2,0,0,2,0,7,4,8,8,0,0,5,6,4,5,7,0,3,4,4,3,8,3,6,3,4,4,0,0,2,0,0,0,0,0,3,4,8,3,0
2018-05-10,7,0,0,5,5,1,0,3,3,4,1,0,0,0,0,6,3,5,7,5,0,3,3,3,6,5,0,1,6,0,4,5,3,5,3,4,4,0,0,6,0,0,0,0,0,3,4,7,1,3
2018-05-11,6,0,6,5,3,1,0,5,0,4,3,0,0,1,0,6,4,5,9,4,0,4,6,3,5,6,5,5,2,1,6,6,3,2,1,3,4,0,0,1,0,0,0,0,0,5,4,0,2,1
2018-05-14,6,0,5,6,5,1,0,7,0,5,0,0,0,0,1,0,0,6,10,3,0,2,4,3,4,8,6,4,4,4,4,5,2,5,3,6,5,0,0,2,0,0,0,0,0,1,5,5,0,0
2018-05-15,6,0,3,5,2,4,3,3,0,2,4,0,0,2,0,0,0,6,5,5,0,3,4,5,1,9,5,2,5,1,7,4,2,2,3,5,4,0,0,3,0,0,0,0,0,2,7,5,4,0
2018-05-16,6,0,7,7,5,2,3,5,0,1,2,0,0,3,4,6,0,9,8,6,0,4,5,5,5,4,4,4,4,0,6,6,4,4,2,3,4,0,0,5,0,0,0,0,0,4,6,8,4,0
2018-05-17,7,0,0,7,3,2,0,5,0,3,3,0,0,4,1,4,0,7,6,5,0,5,2,0,4,8,3,5,5,0,6,7,5,2,4,5,4,0,0,2,0,0,0,0,0,4,7,5,4,0
2018-05-18,7,0,5,6,4,4,0,5,0,5,1,0,0,3,1,6,0,7,7,6,0,0,5,0,2,7,7,5,4,0,5,8,2,4,3,6,3,0,0,6,0,0,0,0,0,0,6,0,3,0
2018-05-21,4,0,3,5,5,2,2,3,3,1,5,0,0,3,0,7,0,6,10,6,0,0,2,0,4,7,5,5,5,0,4,7,2,4,3,0,5,0,0,0,0,0,0,0,0,0,5,8,1,0
2018-05-22,3,0,7,5,3,1,3,3,6,5,3,0,0,1,1,6,0,7,9,5,0,6,6,0,4,8,4,4,4,0,4,8,2,7,4,0,7,0,0,0,0,0,0,0,0,0,5,4,0,0
2018-05-23,3,0,0,6,7,2,2,6,4,2,3,0,0,1,2,6,0,8,6,3,0,4,2,0,3,9,3,2,3,0,5,9,3,4,5,4,5,0,0,0,0,0,0,0,0,0,4,4,4,0
2018-05-24,5,0,0,5,4,2,4,6,6,3,2,0,0,0,1,8,0,5,9,4,0,6,3,0,3,8,6,5,7,0,8,7,7,2,0,5,4,0,0,0,0,0,0,0,0,0,4,9,2,0
2018-05-25,8,0,6,4,3,5,2,4,0,1,3,0,0,4,3,6,0,9,5,5,0,5,5,0,4,4,8,2,7,1,4,6,7,6,0,3,3,0,0,0,0,0,0,0,0,0,4,0,3,0
2018-05-28,5,0,7,7,4,5,3,5,6,2,5,0,0,0,0,8,0,5,8,4,0,4,6,3,3,7,5,5,5,2,0,6,5,4,2,3,2,0,0,0,0,0,0,0,0,0,6,8,0,0
2018-05-29,4,0,2,5,2,0,0,2,5,2,3,0,0,0,0,4,6,7,7,5,0,4,2,3,4,6,3,4,6,4,0,4,4,3,4,6,7,0,0,5,0,0,0,0,0,0,8,5,0,2
2018-05-30,4,0,6,4,4,2,1,5,5,6,1,0,0,0,1,4,3,7,8,6,0,5,4,4,3,7,4,2,2,1,0,4,6,6,1,6,7,0,0,5,0,0,0,0,0,2,7,8,1,1
2018-05-31,3,0,0,7,6,1,1,4,4,4,2,0,0,0,2,4,7,7,9,4,0,6,3,3,2,8,5,1,7,5,0,9,2,4,4,4,5,0,0,2,0,0,0,0,0,2,4,5,5,3
2018-06-01,7,0,4,6,4,3,1,2,0,2,2,0,0,0,3,7,3,4,8,7,0,3,5,3,4,6,6,5,6,3,0,7,6,6,0,3,4,0,0,1,0,0,0,0,0,2,3,0,1,3
2018-06-04,7,0,4,6,7,3,4,3,6,6,3,0,0,0,0,7,5,7,10,3,0,3,4,4,6,6,4,1,7,3,0,5,7,3,2,4,6,0,0,3,0,0,0,0,0,2,6,9,4,4
2018-06-05,4,0,7,6,6,4,2,6,4,1,0,0,0,0,0,4,7,4,8,6,0,4,3,3,3,6,7,1,3,1,0,9,4,2,1,3,6,0,0,3,0,0,0,0,0,2,5,6,1,3
2018-06-06,6,0,2,3,5,4,4,4,6,6,1,0,0,0,2,6,6,4,0,3,0,2,2,4,3,7,4,4,6,5,0,5,2,7,4,3,3,0,0,4,0,0,0,0,0,1,6,8,1,0
2018-06-07,7,0,0,6,4,4,0,7,3,5,2,0,0,0,2,8,3,5,0,4,0,2,5,4,1,6,4,6,5,3,0,6,6,0,3,4,6,0,0,2,0,0,0,0,0,3,5,6,1,2
2018-06-08,0,0,3,7,7,2,0,2,0,2,0,0,0,2,4,4,6,7,8,5,0,5,5,0,6,5,5,4,5,1,3,7,5,0,1,1,3,0,0,3,0,0,0,0,0,2,7,0,4,0
2018-06-11,0,0,3,7,5,4,0,3,7,5,5,0,0,1,2,8,7,8,6,4,0,4,2,3,1,6,5,0,5,2,8,9,5,0,4,1,0,0,0,4,0,0,0,0,0,1,5,7,3,1
2018-06-12,0,0,3,7,7,5,3,2,2,4,0,0,0,4,0,6,5,9,9,3,0,5,2,4,2,5,5,0,3,4,4,5,5,5,3,5,0,0,0,1,0,0,0,0,0,4,7,8,2,0
2018-06-13,0,0,4,8,3,5,2,6,4,4,5,0,0,0,0,4,5,6,9,0,0,2,5,5,5,8,5,3,3,2,4,5,4,3,3,5,0,0,0,6,0,0,0,0,0,3,7,7,1,3
2018-06-14,0,0,0,3,4,0,1,6,3,2,2,0,0,3,3,6,3,7,6,0,0,5,6,3,4,7,4,6,4,5,6,6,5,7,2,2,0,0,0,4,0,0,0,0,0,2,4,7,3,0
2018-06-15,0,0,6,4,7,0,0,6,0,3,2,0,0,1,0,7,5,7,9,0,0,2,4,1,5,9,7,3,5,3,8,6,0,5,3,5,4,0,0,5,0,0,0,0,0,3,5,0,4,3
2018-06-18,7,0,6,4,0,4,0,6,6,6,4,0,0,1,0,3,6,0,10,0,0,6,5,4,4,5,7,3,5,4,4,0,5,4,2,3,7,0,0,3,0,0,0,0,0,4,8,8,0,0
2018-06-19,4,0,3,6,0,3,4,6,4,3,1,0,0,0,4,5,7,0,5,0,0,5,2,3,2,9,8,1,2,0,7,0,4,4,3,6,5,0,0,3,0,0,0,0,0,3,3,7,0,1
2018-06-20,8,0,3,5,5,0,2,5,6,5,4,0,0,4,2,5,6,0,7,0,0,5,2,0,5,7,7,5,3,4,5,0,3,3,4,2,4,0,0,4,0,0,0,0,0,4,6,7,3,0
2018-06-21,8,0,0,3,3,2,0,6,3,5,0,0,0,0,3,6,7,0,6,0,0,5,3,2,2,8,4,6,5,4,6,0,5,6,3,2,4,0,0,1,0,0,0,0,0,4,6,6,4,0
2018-06-22,3,0,4,3,4,2,3,3,0,4,2,0,0,2,0,6,3,0,10,0,0,0,6,3,5,5,5,2,5,1,5,0,3,5,4,6,4,0,0,5,0,0,0,0,0,1,4,0,4,1
2018-06-25,8,0,4,5,3,1,0,7,0,5,2,0,0,0,2,3,4,0,9,4,0,5,5,1,2,7,4,2,0,1,4,9,5,4,5,5,3,0,0,5,0,0,0,0,0,1,5,8,1,0
2018-06-26,7,0,5,5,2,0,2,4,0,6,1,0,0,0,0,5,3,0,6,4,0,3,4,0,2,4,8,5,3,3,8,6,6,5,1,4,6,0,0,5,0,0,0,0,0,2,4,7,3,0
2018-06-27,7,0,5,5,6,0,0,3,6,4,1,0,0,2,2,4,5,0,9,5,0,5,3,0,0,5,6,4,2,2,6,8,2,4,3,1,7,0,0,2,0,0,0,0,0,5,5,7,4,4
2018-06-28,6,0,0,6,3,0,3,5,3,4,2,0,0,2,2,6,6,0,6,2,0,6,6,0,0,7,6,5,4,3,4,7,7,5,5,2,2,0,0,2,0,0,0,0,0,0,7,8,4,4
2018-06-29,4,0,6,6,6,0,4,4,0,3,0,0,0,0,0,3,5,0,6,2,0,3,3,0,0,5,5,4,5,3,8,6,5,2,5,2,6,0,0,0,0,0,0,0,0,2,5,0,3,3
2018-07-02,5,0,6,5,3,0,0,6,2,3,1,0,0,3,2,4,4,8,5,3,0,3,1,5,0,0,3,4,3,0,7,7,6,6,3,2,4,0,0,0,0,0,0,0,0,3,7,5,2,0
2018-07-03,6,0,6,7,3,2,1,4,3,6,3,0,0,1,1,4,5,8,9,7,0,6,2,3,0,0,7,3,5,1,6,8,6,3,1,4,5,0,0,3,0,0,0,0,0,0,5,6,5,2
2018-07-04,6,0,6,7,7,3,1,4,2,3,1,0,0,0,1,4,6,8,6,2,0,3,2,3,0,0,6,6,3,0,6,5,3,5,3,6,6,0,0,1,0,0,0,0,0,0,5,4,4,0
2018-07-05,7,0,0,4,7,1,0,6,3,6,3,0,0,1,3,7,4,7,9,5,0,2,3,2,4,0,7,2,4,4,8,8,5,6,4,0,7,0,0,4,0,0,0,0,0,0,5,6,1,2
2018-07-06,5,0,6,6,5,1,1,7,0,3,1,0,0,4,1,7,4,9,8,3,0,4,5,2,6,5,4,5,5,2,4,7,3,3,5,0,5,0,0,6,0,0,0,0,0,3,5,0,0,1
2018-07-09,6,0,6,3,4,1,2,5,4,3,0,0,0,0,3,6,5,8,6,2,0,7,0,0,2,6,5,1,5,1,4,9,4,6,4,0,4,0,0,4,0,0,0,0,0,4,6,8,0,0
2018-07-10,4,0,4,8,3,3,2,5,4,2,1,0,0,2,2,6,3,9,9,7,0,2,0,3,6,7,6,4,7,2,7,6,4,6,2,0,5,0,0,1,0,0,0,0,0,4,4,8,0,0
2018-07-11,4,0,3,6,4,2,2,3,2,5,3,0,0,0,2,5,0,7,8,3,0,4,3,5,6,8,6,5,4,0,5,7,0,5,2,0,2,0,0,6,0,0,0,0,0,4,7,5,0,0
2018-07-12,7,0,0,0,5,1,2,7,2,1,2,0,0,1,0,3,0,6,9,2,0,3,3,1,2,8,6,2,6,2,0,5,0,7,2,0,4,0,0,1,0,0,0,0,0,3,4,9,0,0
2018-07-13,7,0,6,0,3,2,0,2,0,3,1,0,0,0,1,7,0,4,7,6,0,7,5,2,4,5,5,3,7,4,0,8,4,6,0,0,5,0,0,5,0,0,0,0,0,4,6,0,1,0
2018-07-16,4,0,7,0,6,1,0,3,5,4,3,0,0,3,3,7,0,7,7,4,0,4,2,3,2,5,5,3,5,1,8,7,5,3,4,0,3,0,0,6,0,0,0,0,0,3,6,9,1,2
2018-07-17,6,0,0,0,5,0,0,2,5,4,3,0,0,0,2,4,0,5,6,6,0,6,1,2,6,6,7,5,2,4,6,5,2,6,1,2,3,0,0,1,0,0,0,0,0,1,5,7,2,1
2018-07-18,6,0,0,0,2,2,2,4,3,5,5,0,0,3,0,7,0,8,6,7,0,6,2,0,6,7,5,5,2,2,6,5,3,7,4,2,7,0,0,4,0,0,0,0,0,4,7,8,0,4
2018-07-19,6,0,0,0,6,2,1,4,5,5,3,0,0,2,1,0,0,8,5,5,0,3,1,2,5,5,6,1,6,4,6,7,4,2,3,4,5,0,0,2,0,0,0,0,0,4,5,6,1,2
2018-07-20,4,0,0,4,7,4,3,5,0,1,5,0,0,0,3,3,0,9,9,5,0,5,3,1,1,8,6,1,6,0,8,5,5,3,3,4,4,0,0,4,0,0,0,0,0,4,0,0,4,1
2018-07-23,5,0,0,4,2,3,2,0,3,6,4,0,0,1,1,7,0,9,5,7,0,3,4,2,3,5,4,1,4,2,5,5,3,4,2,4,5,0,0,5,0,0,0,0,0,3,6,7,3,3
2018-07-24,4,0,0,5,7,1,3,0,2,5,3,0,0,0,1,5,0,7,7,5,0,3,5,2,4,5,4,2,5,1,5,4,5,3,0,6,7,0,0,3,0,0,0,0,0,1,4,8,3,2
2018-07-25,5,0,2,4,2,2,1,0,6,4,4,0,0,3,0,8,0,5,6,3,0,5,1,4,6,4,7,5,7,2,5,6,2,6,4,1,4,0,0,2,0,0,0,0,0,0,4,7,5,3
2018-07-26,6,0,0,3,3,4,4,0,6,4,2,0,0,3,1,5,0,6,9,6,0,4,3,3,5,5,7,5,2,2,3,5,3,4,4,6,0,0,0,2,0,0,0,0,0,4,8,4,5,0
2018-07-27,5,0,4,8,7,4,1,0,0,4,2,0,0,3,3,5,0,4,10,0,0,5,5,3,4,8,8,1,7,1,7,5,5,3,3,1,7,0,0,3,0,0,0,0,0,3,8,0,2,0
2018-07-30,6,0,4,3,4,1,3,4,3,3,5,0,0,1,1,7,3,5,7,2,0,2,4,1,3,7,8,3,3,1,3,8,6,7,4,6,2,0,0,2,0,0,0,0,0,2,3,4,4,1
2018-07-31,5,0,4,4,3,3,0,3,7,2,3,0,0,0,1,5,4,6,9,3,0,6,2,5,1,5,4,6,5,3,8,5,2,4,2,6,2,0,0,6,0,0,0,0,0,1,5,7,2,0
2018-08-01,6,0,6,4,3,1,4,6,4,2,5,0,0,0,0,4,4,5,6,4,0,3,1,2,5,9,4,5,4,1,8,4,4,6,4,5,5,0,0,4,0,0,0,0,0,1,5,6,1,2
2018-08-02,7,0,0,4,4,2,3,5,7,1,2,0,0,1,0,4,3,6,9,6,0,5,4,1,2,7,3,2,4,2,5,9,6,6,4,2,3,0,0,1,0,0,0,0,0,3,7,8,0,4
2018-08-03,7,0,4,3,6,3,2,5,0,2,1,0,0,1,0,7,6,5,9,5,0,5,3,3,2,4,3,5,5,4,4,8,3,7,1,1,5,0,0,6,0,0,0,0,0,4,6,0,4,2
2018-08-06,4,0,3,8,6,4,3,6,6,6,2,0,0,2,3,0,2,7,5,3,0,3,3,2,5,5,0,2,2,0,3,8,3,7,1,3,6,0,0,5,0,0,0,0,0,1,6,6,3,0
2018-08-07,6,0,5,7,5,2,0,6,4,3,1,0,0,2,0,0,3,8,7,4,0,3,1,1,4,9,0,6,2,0,6,9,5,6,1,6,5,0,0,6,0,0,0,0,0,3,7,5,3,3
2018-08-08,5,0,7,7,6,0,0,5,6,5,2,0,0,1,0,0,6,7,6,3,0,4,2,4,1,7,0,2,3,1,7,8,6,3,2,2,6,0,0,5,0,0,0,0,0,4,5,8,4,0
2018-08-09,5,0,0,3,5,4,0,3,3,2,1,0,0,0,0,0,4,7,7,6,0,7,4,4,5,7,0,0,4,2,8,4,3,2,0,4,3,0,0,2,0,0,0,0,0,4,8,7,1,0
2018-08-10,5,0,3,7,3,4,3,3,0,2,5,0,0,0,0,8,2,5,10,4,0,6,3,2,4,7,0,0,3,1,5,9,3,3,4,5,6,0,0,2,0,0,0,0,0,0,3,0,3,1
2018-08-13,6,0,6,6,6,3,0,6,7,1,2,0,0,0,3,5,5,9,5,6,0,6,2,2,0,6,5,6,5,1,7,9,3,6,1,2,3,0,0,5,0,0,0,0,0,4,6,5,2,3
2018-08-14,5,0,3,6,7,3,1,3,2,2,0,0,0,0,1,7,6,5,8,6,0,3,4,4,0,5,6,3,5,3,6,8,5,5,2,2,3,0,0,6,0,0,0,0,0,4,8,5,0,2
2018-08-15,5,0,7,8,6,1,0,3,6,1,2,0,0,0,2,6,3,7,9,3,0,4,3,1,0,6,5,1,4,2,5,5,5,3,4,2,7,0,0,2,0,0,0,0,0,5,8,9,2,3
2018-08-16,6,0,0,6,4,4,1,5,3,5,4,0,0,0,0,3,3,4,7,2,0,6,2,2,0,8,4,6,6,4,7,7,4,4,4,3,5,0,0,4,0,0,0,0,0,5,6,8,2,0
2018-08-17,3,0,6,6,7,1,1,6,0,6,1,0,0,0,0,7,5,5,10,5,0,7,4,3,0,8,4,3,0,4,7,6,3,3,3,3,4,0,0,1,0,0,0,0,0,4,6,0,5,4
2018-08-20,6,0,2,8,3,1,0,3,4,3,1,0,0,4,0,7,5,9,10,5,0,0,0,4,0,6,4,5,0,5,5,7,2,4,2,5,0,0,0,3,0,0,0,0,0,3,3,7,2,0
2018-08-21,3,0,4,5,5,4,1,4,2,4,2,0,0,0,4,7,4,4,10,6,0,0,0,3,3,7,6,5,0,3,6,6,4,2,2,4,0,0,0,5,0,0,0,0,0,4,4,8,1,0
2018-08-22,7,0,4,7,4,1,3,3,2,6,5,0,0,1,1,4,6,9,8,6,0,0,0,4,1,9,4,4,0,1,6,5,2,0,3,4,0,0,0,3,0,0,0,0,0,2,4,5,3,2
2018-08-23,4,0,0,6,5,2,0,3,4,2,1,0,0,0,2,5,5,9,6,6,0,0,0,3,6,5,7,6,0,1,8,9,5,0,3,2,0,0,0,2,0,0,0,0,0,1,8,5,3,0
2018-08-24,3,0,7,8,3,4,1,3,0,6,3,0,0,1,0,4,3,8,7,5,0,0,0,5,4,7,4,6,0,0,5,5,4,4,0,4,6,0,0,3,0,0,0,0,0,3,6,0,1,3
2018-08-27,3,0,7,7,4,1,1,6,3,3,1,0,0,0,0,7,2,4,6,6,0,4,2,3,6,8,7,6,0,5,7,7,3,3,2,6,4,0,0,5,0,0,0,0,0,3,6,8,1,0
2018-08-28,5,0,6,8,3,4,0,3,3,6,2,0,0,2,2,3,4,5,5,6,0,7,5,4,4,5,7,2,5,0,7,7,2,7,4,4,5,0,0,1,0,0,0,0,0,3,3,6,3,2
2018-08-29,8,0,6,8,6,5,2,2,2,5,5,0,0,0,2,4,2,6,6,6,0,4,3,0,3,6,3,2,4,0,7,4,6,5,3,5,6,0,0,5,0,0,0,0,0,1,7,8,2,0
2018-08-30,7,0,0,4,3,1,2,2,4,2,5,0,0,1,0,8,5,9,10,4,0,3,1,0,5,8,5,4,4,3,5,6,4,3,3,4,7,0,0,4,0,0,0,0,0,1,4,5,2,2
2018-08-31,6,0,3,6,6,3,0,6,0,1,5,0,0,3,3,6,7,4,9,6,0,3,6,3,1,5,5,3,4,4,7,6,4,6,2,0,5,0,0,0,0,0,0,0,0,1,5,0,4,2
2018-09-03,7,0,5,6,5,1,0,4,6,4,3,0,0,0,0,7,4,7,5,2,0,3,5,2,5,8,6,4,3,5,6,8,3,7,3,3,4,0,0,0,0,0,0,0,0,1,5,8,0,1
2018-09-04,8,0,7,7,4,1,0,6,4,4,0,0,0,0,2,3,5,6,8,4,0,2,2,0,1,9,8,5,5,2,7,5,6,3,3,2,6,0,0,0,0,0,0,0,0,4,7,8,0,2
2018-09-05,5,0,4,7,6,3,0,7,2,5,0,0,0,2,0,6,4,5,10,3,0,6,3,2,1,7,4,4,7,2,7,6,7,4,4,5,6,0,0,0,0,0,0,0,0,2,8,5,0,3
2018-09-06,5,0,0,6,5,1,0,6,5,4,0,0,0,3,0,4,3,6,5,3,0,6,4,4,3,6,3,2,2,3,3,6,6,7,3,3,4,0,0,0,0,0,0,0,0,4,5,6,0,4
2018-09-07,7,0,3,8,6,0,4,7,0,5,3,0,0,0,0,6,4,9,6,7,0,5,6,0,5,9,3,2,5,1,5,4,4,7,4,6,5,0,0,2,0,0,0,0,0,1,4,0,0,1
2018-09-10,3,0,2,5,0,3,2,6,0,4,4,0,0,0,0,7,5,9,6,5,0,4,3,0,6,5,6,4,6,4,5,4,4,4,4,3,4,0,0,1,0,0,0,0,0,1,7,7,0,0
2018-09-11,5,0,4,5,0,3,4,5,0,6,3,0,0,1,0,4,2,5,7,4,0,2,5,1,2,7,4,3,2,0,4,5,7,4,1,2,6,0,0,2,0,0,0,0,0,3,5,6,0,0
2018-09-12,5,0,4,5,4,2,2,6,0,3,4,0,0,0,1,5,7,7,7,6,0,4,2,1,5,5,3,4,6,4,5,8,5,6,0,5,6,0,0,3,0,0,0,0,0,2,4,4,1,1
2018-09-13,3,0,0,6,2,5,1,6,0,1,3,0,0,2,0,3,3,0,8,2,0,4,5,5,4,8,6,1,4,3,4,7,6,6,4,3,7,0,0,5,0,0,0,0,0,2,4,6,3,0
2018-09-14,5,0,5,3,4,2,0,5,0,2,3,0,0,3,1,7,5,0,8,5,0,5,4,0,5,5,6,2,2,3,6,4,5,3,4,3,3,0,0,4,0,0,0,0,0,2,6,0,4,0
2018-09-17,5,0,2,8,6,1,0,5,0,4,0,0,0,2,1,4,4,0,7,2,0,2,2,1,5,0,8,5,6,2,6,7,2,3,4,3,6,0,0,6,0,0,0,0,0,2,3,5,1,3
2018-09-18,5,0,3,0,7,2,3,4,3,6,5,0,0,1,3,7,5,0,7,3,0,3,4,5,4,0,5,4,6,3,8,8,6,6,2,3,4,0,0,1,0,0,0,0,0,5,4,5,2,1
2018-09-19,7,0,5,0,5,4,0,6,6,1,3,0,0,1,2,6,7,0,8,3,0,6,4,0,5,0,5,2,3,3,8,6,6,6,0,6,6,0,0,5,0,0,0,0,0,2,4,5,2,2
